date,user,name,text,retweet,favorite,location
2021-08-14 23:01:44,GreyCat45,R.B.,"@globeandmail They can by just 1 or 40M, either way the vaccines are useless- get the shots and you can still get t… https://t.co/IrqVqwTx5h",0,0,
2021-08-14 23:01:43,sandykaye38,Kaye Porter,'Vaccine passports' are here. Here's how to prove your Covid-19 vaccination status on your phone - CNN https://t.co/Wx2AmcOzzL,0,0,United States
2021-08-14 23:01:43,CosmoFaenyx,Arcadian Feypunk 🦓 (Fey/Fem),"@Mau1019 @my2centsay @DonaldMBraden Not to mention that no, not everyone can get the vaccine. Some disabled people,… https://t.co/kCnuU6Bm64",0,0,
2021-08-14 23:01:43,natashainoz,Natasha in Oz,Teachers in elite Sydney schools use private Pfizer hubs while teachers in Sydney’s worst affected areas have still… https://t.co/IViUajZ835,0,0,"Melbourne, Victoria"
2021-08-14 23:01:43,RIBeastie,RIBeastie,US border agents in Tennessee have seized thousands of counterfeit Covid-19 vaccination cards - CNN… https://t.co/PjJCJtmP20,0,0,Rhode Island
2021-08-14 23:01:42,FearlessR2W,Fearless R2W Circle of Support,All North End residents 12 &amp; up are invited to join us and FearlessR2W - Circle of Support for a Pop Up Vaccine Cli… https://t.co/JtphckYZtx,0,0,"The R2W, Winnipeg, MB"
2021-08-14 23:01:42,nadiadiiazzz,nadia,no bc how can one of ur parents die from covid &amp; you still don’t believe in the vaccine…,0,0,
2021-08-14 23:01:41,sanshandle2,sanshandle,"@BillSpata @MiniDOGEToken Can’t let it happen, it’s unconstitutional and would also be a criminal offence under the… https://t.co/szkiNXNllo",0,0,Sydney 
2021-08-14 23:01:41,wheeltheory,Cycling Scientist,@ASlavitt This seems to be the hardest point for the general public to understand. You don't become bulletproof onc… https://t.co/QcE3HNOV6U,0,0,"San Diego, CA"
2021-08-14 23:01:40,cnielse33225110,cnielsen,"@thebutterknife I do not know what is inside. Not in this vaccine, not in the meatball, not in cola, not in the ink… https://t.co/xttqHDmF7f",0,0,"Hovedstaden, Danmark"
2021-08-14 23:01:40,almalovedogs,alma,Deaths because of the vaccine https://t.co/RkUxrnHVwr,0,0,"Ontario, Canada"
2021-08-14 23:01:40,PodcastKevin,Kevin’s Podcast Show- Coming back soon?,"@LicentiousMaxi1 @jordanbpeterson My individual freedom ends where yours begins, &amp; vice versa. Requiring vaccine fo… https://t.co/ui3BJpuQEb",0,0,"Tennessee, USA"
2021-08-14 23:01:40,fye_randy,Randy Fye,"@stevenjfrisch @AlanBayer2 @thehill First of all we are not a fully democratic country. So tell me, when was the la… https://t.co/pL9N30AU7F",0,0,
2021-08-14 23:01:40,1AmericanBob,American Bob,@babs01902 @Achies_store 😥 it’s not going away jackass! We are all going to get it. Vaccine or not! No fear here,0,0,
2021-08-14 23:01:40,LG500R,LG,@TucsonRomero can I get a vaccine vial to analyze in a private laboratory? https://t.co/VqTxYjTWGT,0,0,
2021-08-14 23:01:39,gobrowns1,Pessimistic Optimist,"@StopTheCriminal @HelenG63105 Can anyone post what’s in Monster Energy Drinks?  I’m too lazy to look it up, and tha… https://t.co/pEiOVLhv2m",0,0,"Ohio, USA"
2021-08-14 23:01:36,Jacquitac,Jacquita,"Aren't people aware of their rights under the Nuremberg Code?
https://t.co/ynx9Je7hpb",0,0,Anywhere and everywhere
2021-08-14 23:01:35,Beva58,Beva5,IF you have a reaction after the second shot it’s over in a matter of two three hours. The vaccine is definitely wo… https://t.co/649WPkddDP,0,1,"Grand Prairie, TX"
2021-08-14 23:01:35,ourmirrors,ju;,"Niall I had the vaccine the other day, I can't wait to see you on tour and I hope it's soon 🙏🏼",0,0,
2021-08-14 23:01:34,tropichef,Melissa,@patriottakes Apparently we’re just going to have to figure out how to put the vaccine in a damn crop duster,0,0,
2021-08-14 23:01:34,Ernie19861,Ernie1986,@SharylAttkisson When will the CDC admit what it knows to be true. Natural immunity is far superior to a vaccine. B… https://t.co/OxV0jHJjvT,0,1,
2021-08-14 23:01:32,yamane_patricia,Patricia Yamane,'Vaccine passports' are here. Here's how to prove your Covid-19 vaccination status on your phone - CNN https://t.co/yhjuyPkHc1,0,0,"Chicago, IL"
2021-08-14 23:01:29,CarolinaRestini,Carolina Restini,CDC advisory panel recommends 3rd vaccine dose for people with weakened immune systems - NPR https://t.co/bWuqwNEPzm,0,0,
2021-08-14 23:01:29,arlomagnini,Arlo Magnini,@alexfeinberg1 Why not some kind of malicious compliance? People against this bullshit booking up all the vaccine a… https://t.co/09edz4acY0,0,0,
2021-08-14 23:01:29,KStateTurk,K-State Turk,@sandycreekmill @films_virus @daninphx @mcfunny @Chris_F_Carson @rapidgator99 @DanitaDay19 @harddie41 @richienrg… https://t.co/3DqHhAlI7S,0,0,Kansas City
2021-08-14 23:01:28,halfclearlungs,carlitos,if the vaccine dropped like yeezys do the entire country would have been vaxxed already https://t.co/P1cOb8gqbC,0,0,he/him
2021-08-14 23:01:28,scepticalzizi,💉feminist wine drinker,"A great leader would have ensured a continual vaccine supply, would have a plan for Australia to beat covid, a plan… https://t.co/njV0hRp2T4",0,0,kaurna land
2021-08-14 23:01:28,MingZuiDavid,David Phillips,@komonews If they do I won't ever get another vaccine shot. Why risk the vaccine if they just cater to the stupid who refuse it?,0,0,Everywhere
2021-08-14 23:01:27,Deplorable_Cuh,Pass_The_Parm,@JoeBiden You working on the Delta Variant vaccine or nah?,0,0,"Malibu, CA"
2021-08-14 23:01:27,Ginger_Cleary,Me,@_ricoee @chris_notcapn Everyone knows you can get covid after a vaccination. The vaccine shows the body a syntheti… https://t.co/IIBPcVHU4K,0,0,"California, USA"
2021-08-14 23:01:27,fzbmff,-,@dhiafqh what vaccine babe!!,0,0,three cheers for sweet revenge
2021-08-14 23:01:26,worthalooksie,Taylor Geedey,@JoeBiden We’re not going to win if half of us do something different. A variant that subsides our current vaccine… https://t.co/w8G2Dh7A8H,0,0,"Delaware, USA"
2021-08-14 23:01:26,BlackVoice4u,BlackVoice4u,"So trump supporters &amp; anti-vaxxers are so against a vaccine that they plan to attack healthcare workers?

Yet they'… https://t.co/Mmorwt9FmA",0,0,Belly of the beast
2021-08-14 23:01:26,CookieMiam69,CookieMonster69,@TripleMask69 @Kintsugi_Ken @HexMorningstar @prageru Don't you already have a vaccine passport? A visa? What's the… https://t.co/Ir7YzaVmE2,0,0,
2021-08-14 23:01:25,jtsnowfish,Jean Snowden,@LibMarianne @OAtreides @DJRN0255 My husband succumbed to my nagging and got the J&amp;J vaccine. He will more willingl… https://t.co/uuERUY6uHp,0,0,"Madison, AL"
2021-08-14 23:01:25,VoteBlueLiberal,#VoteBlue,"@tedcruz I prefer NO TED CRUZ. You are far more deadly to the American people than COVID-19, or the DELTA and LAMBD… https://t.co/whNziHAKtm",0,0,
2021-08-14 23:01:25,K_Mayhem164,Munguia 火遁,Dude the vaccine side effects are kicking my ass. Fuck,0,0,"Earth: 19*25'57N , 99*07'59W"
2021-08-14 23:01:24,DomaLady,LooksLike,"@BermanNDP @Carolyn_Bennett And yet she's the first to call disinformation about covid, yet uses the vaccine as a w… https://t.co/3VTlWBdp3b",0,0,Canada
2021-08-14 23:01:24,StandUp78920516,Stand Up,"Know someone who ""wants"" the poison shot?

Get them to have a watch of this.  

Scientist shows vaccine effects in… https://t.co/S04SivPWMT",0,0,
2021-08-14 23:01:23,Code_MAGA,Jon,@bhadley16 There are also people saying if you don’t get the vaccine then you don’t support the first presidency. S… https://t.co/9sYGyA7b7M,0,0,
2021-08-14 23:01:23,GioLovesYou,GioLovesYou 🌋,"@GeorgeTakei He's not saying they shouldn't receive care, he's saying that they should not receive PRIORITY care wh… https://t.co/gcHQdVMPmZ",0,0,Kauai & Seattle
2021-08-14 23:01:22,alikat747,Ali Van Zee,@LOLGOP @TweettheSouth That #vaccine has been in development since 2002 when the first Covid/SARS virus was discove… https://t.co/M0w8b2aSLj,0,0,Bear/Lion/Wolf dens. 
2021-08-14 23:01:22,TXRangersBBGAL,TXRangersBB,@TashaCNS @DocWhatever @chris_notcapn Exactly as an LPN to RN see your way out this conversation. Frankly this has… https://t.co/lNgHbqlrLR,0,0,
2021-08-14 23:01:21,naasvzyl,Ignatius van Zyl,@9hills1 @TimVPartB @DrTomFrieden There is hard evidence that healthy people are dying from heart attacks and strok… https://t.co/oa356McO3q,0,0,
2021-08-14 23:01:21,Jennythewolf74,Jenny Seifert,@SenTedCruz What is the matter afraid of a little needle? Let's be real. You don't want to have mask or vaccine man… https://t.co/IHf65rQTzw,0,0,"Stafford, TX"
2021-08-14 23:01:21,Online_Pikin,Online-Pikin,South Africa has become the first African country ahead of Nigeria and others to broker a business deal to commence… https://t.co/iNm8iDFI8h,0,0,Nigeria
2021-08-14 23:01:21,thevocaljrnl,thevocaljrnl,"If you eat fast food, why you worried about whats in the vaccine??",0,0,"Texas, USA"
2021-08-14 23:01:17,Scarsbrook_G,Graham Scarsbrook,"Stupid or what??!
Jab  trial shambles has left me in Covid passport limbo
 https://t.co/tprv3MxScO",0,0,"South West, England"
2021-08-14 23:01:17,tonydahlin,Tony Dahlin,@JerSkaggs @MtnShepherdess @jbgraeber I’ve already had Covid!! I’m in a low risk group. There is zero data that sup… https://t.co/g3T4UzN6W5,0,0,"Geneva, IL"
2021-08-14 23:01:17,mixedflicker,holly 🤍’s hobi,i need to sleep ive to be up at 7 to go get my vaccine,0,0,"n, en-, bts"
2021-08-14 23:01:16,bubba_coz,Justin Cosby,"@KKOOT6 @ScienceNews Or you can wear six masks at once, never leave your house, destroy the entire economy, and inj… https://t.co/1WEVdY0xbi",0,0,
2021-08-14 23:01:15,DanaCarroll67,☆Extremely Understated,"He has so much blood on his hands. 

Trump won't encourage vaccines because he doesn't want to help Biden -- and he… https://t.co/sNDWDjw7Qe",0,0,"Shreveport, LA"
2021-08-14 23:01:14,aserra24,Lawyer Alexandria Serra,Who can ask about your vaccine status? Here’s what you need to know about HIPAA | PBS NewsHour https://t.co/JzeM2QlHPe,0,1,"El Paso, TX"
2021-08-14 23:01:13,DiscoAttorney,Disco Rob,"@patriottakes So many angry people who probably have smallpox vaccine scars.
Also, the the “dont blame me I voted f… https://t.co/ByOFwBSise",0,0,The Cloud
2021-08-14 23:01:12,MEM90113,MEM901,I wonder if any in-vaxed folks will see this and think “damn I should go get that vaccine!” Or will they just let i… https://t.co/PksVry1lYN,0,0,"Memphis, TN"
2021-08-14 23:01:11,CryptoMagnetdsm,Crypto Magnet,"@treasonstickers @JoeBiden I believe in science, and science says the vaccine doesn't keep you from getting or spre… https://t.co/h4hu4ipTF3",0,0,"Des Moines, IA"
2021-08-14 23:01:11,PresslerJordan,Jordan Pressler,@Eden_Eats @joerussotweets Yeah I disagree. I think it's the millions of vaccinated dopes who think that having the… https://t.co/9iwFLhn13c,0,0,"Cherry Hill, New Jersey"
2021-08-14 23:01:10,Jessica16532499,OhMeOhMy,@AimeeRothwellRN @sillygal07 @Duke1Lisa @shvetaraju What?! Are you really a nurse? Every single delta case in a vac… https://t.co/jFuKKGOUiF,0,0,
2021-08-14 23:01:09,NBCLA,NBC Los Angeles,"Among those qualifying for the booster shots available starting Saturday are organ transplant recipients, people un… https://t.co/Lm2qSQPJHb",1,1,Southern California
2021-08-14 23:01:09,mad_hatter_87,Mad Hatter,"@MartianMushru @zcichy @TuckerCarlson Of course there are a lot of Pro Vaccine UFO accounts.

Just because we belie… https://t.co/xHWB52Uqbj",0,0,"Huntsville, Alabama"
2021-08-14 23:01:07,iamperrypiper,Perry Piper,"Would it be unethical for a person administering the vaccine to tell people it's a placebo, but they have to make i… https://t.co/7Ic05JamjW",0,0,"Portland, OR"
2021-08-14 23:01:07,HeckWhadda,WhaddaHeck,@Not_Meis @sourpatchlyds @cassaleigh_ I’m guessing this person is immunocompromised or has had a bad vaccine reacti… https://t.co/TGS7xtoaKw,0,0,
2021-08-14 23:01:07,BearPawMassage,"Dora Gonzalez, LMT",@PharmacistMama @Lynx4n6 @IngeborgRakvag I perhaps the response of the body to vaccine is personal as each immune s… https://t.co/hcN8crBu4u,0,0,"Mtn.View, Arkansas"
2021-08-14 23:01:06,SnakeFragile,A fragile snake,@billyg85 @Covid19Critical @dave_newby Ah yes let me pay thousands for this treatment instead of 0 for a proven vaccine. 👏,0,0,
2021-08-14 23:01:04,SaarioBrandon,Brandon Saario,"@JeremyDBoreing @AdamBaldwin I made my own personal choice to get the vaccine. Headache for almost 4 weeks now,  ne… https://t.co/xq2eTdZspL",0,0,"Granada Hills, Los Angeles"
2021-08-14 23:01:03,BigG22177440,Big G,"@DaveKelley6 @JoeBiden There's no vaccine, just an experimental medical treatment.",0,0,"Wisconsin, USA"
2021-08-14 23:01:02,Mgcurley11,Mark Curley,You’re a special kind of asshole if you equate the vaccine rollout to the Holocaust.,0,0,
2021-08-14 23:01:01,B_better_now,Pushy Ultracrepidarian,'Vaccine passports' are here. Here's how to prove your Covid-19 vaccination status on your phone - CNN https://t.co/SVjUgJ1sU5,0,0,
2021-08-14 23:01:01,talespin22,Pragmagressive 🏳️‍🌈,"@lauferlaw @RavOrig @ASlavitt Yes, it's the incubating new mutations - like walking labs - that poses an enormous c… https://t.co/JDPsKyc87s",0,0,Western Mass
2021-08-14 23:01:01,ScottFordhealey,scott harshbarger,@kurteichenwald I am most flabbergasted that the MAGAts don't believe in Trumps vaccine that he discovered under op… https://t.co/R4BY6c0CCN,0,0,"Washington, USA"
2021-08-14 23:01:00,TwoHammel,Jonathon,No patriotic vaccine for me and the glasses that caused the fight.,0,0,
2021-08-14 23:01:00,lightmyacid,رِفَاقْ فِيونَا آپِّل,i feel like shit and idk if it’s the vaccine and just general lack of appetite for life,0,0,الجبل الملكي
2021-08-14 23:01:00,Sky48115666,Sky,@Brexit011 @cozieblanket @SusieJ7567 @AdamJSBounds Talk about get the violins out. Didums. What is it with people 🤔… https://t.co/E6rlkEn2Uk,0,0,
2021-08-14 23:00:59,gnkamat,Ganesh Kamat_M.S.(USA) 50yrExp. Structural Auditor,"@AUThackeray @CMOMaharashtra @mybmc Vaccinate most!
by Paid &amp; Free Vaccine
to protect Life/Job/Exam!
is Feasible by… https://t.co/1SQzi29Wz7",0,0,Mumbai
2021-08-14 23:00:59,HeadshotsStocks,GetHeadshotz,@MFHoz Why are we having breakout cases for vaccinated durin the middle of summer when respiratory viruses like inf… https://t.co/e9gNvWiUfk,0,0,"Miami, FL"
2021-08-14 23:00:59,Keithph31233309,Keith phillips,@RadioGuyChris @HappyTrail007 60 year old gay man and I have never seen people be so stupid about a shot that is no… https://t.co/Q9m2By0r7Z,0,0,
2021-08-14 23:00:58,ttgof_,Timothy,@CainAislinn @anet2111 Well then what are you at risk from treating treating an unvaccinated patient. Are there really vaccine doubts?,0,0,"Missouri, USA"
2021-08-14 23:00:58,thesharpiesharp,Sharpie,@CraigKellyMP Your team needs to read the following article. The formulas used by the cdc may actually hide the sev… https://t.co/hDESSuv9qa,0,0,
2021-08-14 23:00:57,bmhochberg,Barry Hochberg,"@sirhottest And plenty of unvaccinated people are actually paying for fake cards. Not sure what’s worse, bragging o… https://t.co/TX0EUXU9UY",0,0,"Marlboro, NJ"
2021-08-14 23:00:56,gumerlockdown,marco de yolo #WeDoNotComply,@TheRightMelissa PhDs are the most vaccine resistant group! PhD lives matter!,0,0,
2021-08-14 23:00:55,QuotableGuru,Guru,"@washingtonpost ""The vaccine should be tested on politicians first. If they survive, the vaccine is safe. If they d… https://t.co/5v9tZznvBG",0,0,
2021-08-14 23:00:55,martooner,Martin,@kitawny24 @GinnieRose08 I want their vaccine.,0,0,Toronto
2021-08-14 23:00:55,monterrang1,monterrang,"@AleximusPrime so... doing with the vaccine what we do with the police, prison &amp; the army?",0,0,"Upper Normandy, France"
2021-08-14 23:00:54,Digital_kaz,Kaz - Digital,@ellymelly My argument was that vaccine injuries are difficult to get acknowledged so where are the protections for… https://t.co/He6D54tKw1,0,0,"Melbourne, Victoria"
2021-08-14 23:00:54,lisacwright63,Lisa Wright,@nypizzarules @ConceptualJames i didn’t get vaccine for covid and it was like a cold too. And i have every ailment… https://t.co/gQ09QZAFXb,0,0,
2021-08-14 23:00:54,droberts2011,Dave Roberts,@nypost The mullet of Gideon...no vaccine is taking him down with that coiffe,0,0,
2021-08-14 23:00:54,jaxmain80,Jay Skel,"@washingtonpost Get the vaccine or get fired? Uh I can do better 

Get vaccinated or get dead.",0,1,1v2 on Top Lane
2021-08-14 23:00:54,lisacwright63,Lisa Wright,@ConceptualJames @SebGorka some stupid people out there obviously illiterate because all the info is out there even… https://t.co/LexzLinT7d,0,0,
2021-08-14 23:00:53,Roshan_Rinaldi,Roshan Rinaldi,"South Carolina sees highest COVID-19 case count since January 

(If only there was a vaccine.)

https://t.co/LtbFUGKeg0",1,4,
2021-08-14 23:00:53,JasonMB,JasonMB,"I just went for a haircut, mask required, disenfectant spray on the hands and all. 

Of course they start talking l… https://t.co/tGWGjFf3GV",0,0,"Austin, TX"
2021-08-14 23:00:52,Frances65403943,Francesca Lee,The vaccine has become nothing but a political tool,0,0,"Florence, SC"
2021-08-14 23:00:52,WaYs2rOcK,WaYs2rOcK,‘No concept of how awful it was’: the forgotten world of pre-vaccine childhood in Australia | Vaccines and immunisa… https://t.co/dzmxXpmpPN,0,0,"New Delhi, India"
2021-08-14 23:00:51,BoobaWarrior,Bronze Age Breast Fondler,shove that vaccine up your nasty rotten cnut you dirty hooer. https://t.co/npXMQLzN8Z,0,0,
2021-08-14 23:00:50,btsxangie,angela⁷ ♡ˢ ᵇᵗˢ,"@JM_Sparkle Goodnight char !! I hope the vaccine goes well and doesn't hurt too much 💜 sleep well and sweet dreams, see you tmrw !!",0,0,she/her
2021-08-14 23:00:48,BixbyDjane,Djane Bixby,@nicoleshodges @jkelly3rd @SEHCoyle They are not that kind of “Christian”.  They want to say no to the vaccine for… https://t.co/6apvr0eM2j,0,0,
2021-08-14 23:00:48,pawprints1986,Laney 👩‍💻🥄🍊🇨🇦,"@OAudits I know exactly what that means, the vaccine helps IN THOSE THAT CAN TAKE IT. Ffs. 

No in the Nazi compari… https://t.co/E6quPiHhxr",0,0,Canada
2021-08-14 23:00:48,JMarkOckerbloom,John Mark Ockerbloom,"@RepThomasMassie @factcheckdotorg Factcheck  . org is at the U of Pennsylvania, and its director is a journalist:… https://t.co/kvuKWZ02y6",0,0,Philadelphia
2021-08-14 23:00:48,Susan87944900,Susan,@WufpakRed @PrincipledProg1 @RepThomasMassie it is lifesaving. same as the polio vaccine and the smallpox vaccine.… https://t.co/JZvVtppXoK,0,0,
2021-08-14 23:00:47,missybemackin,TheeQueerHoochie🌈😈,Yall mfs don't even know what's in ibuprofen but be sitting up here arguing about the covid vaccine lol I hope yall have endless headaches,0,0,"Cleveland, OH"
2021-08-14 23:00:47,WestportOnika,LoveMyGoats,TRUMP NEVER TOOK A TWO WEEK VACATION. Say that again. Why is Joe 6 mos in? 🤡 #Covid #Vaccine #Trump #Biden #FreeBritney #WakeUp,0,0,Ozarks
2021-08-14 23:00:47,hidadhidadhidad,🇺🇸Don Keedick🇺🇸,@GovRonDeSantis These are under emergency use authorization and we’re developed using aborted human fetal cells. Wh… https://t.co/tRt7WHzi05,0,0,
2021-08-14 23:00:47,yourdai26236071,yourdailydoseoftruth,@nothenrygale @chrissaccoccia1 Tattoos. Serious. Collagen lips. But no life saving vaccine.  What a time to be aliv… https://t.co/T1HNsZ8L2x,0,0,
2021-08-14 23:00:47,effortlessty,Messiah,it’s not really a vaccine it’s a experimental treatment. they’re only calling it a vaccine cuz you can’t sue for an… https://t.co/kGVkPoE7i6,0,0,M.I.A
2021-08-14 23:00:46,tomodachi1977,Crying Freeman,"I agree. ""Freedom loving"" anti-vaxxers shouldn't have to burden already strained local medical systems with the con… https://t.co/IIA9IKajHs",0,0,
2021-08-14 23:00:45,andradare,Andra Dare,@anet2111 Are you saying you’re being threatened by anti-vaccine and COVID conspiracy theorists? Where is this happening?,0,0,"Seattle, WA"
2021-08-14 23:00:45,sambox71,Ch3zNYC,@CyborgIsBroken @Nothing2cHere27 @DanetteComedy I would think it's because the vaccine was stronger for the origina… https://t.co/e5M575eMOa,0,0,"New York, USA"
2021-08-14 23:00:44,NYCKNP,Kalind,'Vaccine passports' are here. Here's how to prove your Covid-19 vaccination status on your phone - CNN https://t.co/pDoBTIEtL7,0,0,
2021-08-14 23:00:44,WSJopinion,WSJ Editorial Page,For families with vaccine-eligible teens—who in New York and most other states need parental consent to get vaccina… https://t.co/Sj30fv9QN7,0,0,New York
2021-08-14 23:00:44,TMcGreenberg,Tamara M. Greenberg,"WOW

“When Facebook shut down our accounts, we had just begun studies intended to determine whether the platform is… https://t.co/ZS524Tf5PA",0,0,San Francisco
2021-08-14 23:00:41,ConversationEDU,The Conversation,"TOP ARTICLE: Our most-read piece this week was our explainer on the #Moderna vaccine, which was provisionally appro… https://t.co/ELb01QFKx6",2,1,Australia
2021-08-14 23:00:41,oldtacman,Mark,@AinsworthKeith No vaccine for me. My choice.,0,0,"New Berlin, WI"
2021-08-14 23:00:41,NaturalEssencee,VENESE,I was skeptical of the flu shot because it was NEVER in my favor when I had to take it. So if I’m questioning the v… https://t.co/hRtUtxeEwM,0,0,Jamaica
2021-08-14 23:00:40,kicknit23,Kicknit Old School,"@Georgehn1 @jewelsjademedia @SClarified In fact this ""investigational drug"" is so great that CDC is telling people… https://t.co/Vq0LSsf1JU",0,0,
2021-08-14 23:00:38,nursewhocares1,nursewhocares,"@thedailybeast Rump would much rather see thousands of people and children die, before he would tout the vaccine th… https://t.co/UjWkbt26Fh",0,0,Oregon/Arizona
2021-08-14 23:00:38,cabinetdoorgirl,cabinet door girl,@BentnWasted First of all it’s sad when anyone dies . Secondly these people touting that you won’t die if you get the vaccine are lying .,0,0,"Arkansas, USA"
2021-08-14 23:00:38,GrhamNative,grham native,This is more dangerous than not having a vaccine passport at all because were aware of how much packing is going on… https://t.co/056VcAThZm,0,0,
2021-08-14 23:00:37,Not26404350,Prince Enoki,@PaulNewland15 @blogTO What are the long term side effects? Answers this and I'll get my vaccine.,0,0,Space
2021-08-14 23:00:37,Fiery_Archer,Fiery Archer 🌸,"Now the people of #Montreal, #Canada join a growing roll call of people around the globe protesting against vaccine… https://t.co/yU6gH8AmYd",0,0,United Kingdom
2021-08-14 23:00:37,machinimagic,MachiniMagic,Even a social network for doctors is struggling with vaccine misinformation https://t.co/YNeh1wLZtT https://t.co/mbxlALyOSG,0,0,France
2021-08-14 23:00:36,FailSiphon,CK,@MrFutureVP @Official__Reina @valeriemfnguyen And the vaccine not being 100% effective isn't a good reason not to g… https://t.co/CLSWUsLTrx,0,0,
2021-08-14 23:00:36,DeniceScala,Denice Scala,‘No concept of how awful it was’: the forgotten world of pre-vaccine childhood in Australia https://t.co/DOqU5rB529,0,0,"Sydney, New South Wales"
2021-08-14 23:00:36,glogan,glogan,"""opportunity"" to have a vaccine is far from having a vaccine.  We waited this long to discover that you did not hav… https://t.co/S232yDGoI2",0,0,
2021-08-14 23:00:34,Kat74291371,Kat,"@AKNewsNow Dont want a vaccine? Dont want to wear a mask? Fine. Sign a frigging waiver so that, if you get COVID, y… https://t.co/4yF6miD6rr",0,0,
2021-08-14 23:00:34,genesisna69,genesis na,"@PeggyHaymes @Guijsilvarang @Awake823Mama Guess what, had the virus before they even had a vaccine. Got over it in… https://t.co/Qq4dMuZo3E",0,0,
2021-08-14 23:00:33,SredniEel,Sredni Eel🐲,"@JoshMandelOhio Because being unvaccinated is *exactly* like being black. Next, you'll be claiming cops beat you up… https://t.co/WX0cX7Ml5N",0,0,Living in a Split Level Head
2021-08-14 23:00:33,CatherineLouck3,Katie Loucks,@emilytorbs Just get the vaccine and you won't need to spend your hard earned money on a hospital trip and expensiv… https://t.co/jqSz2Dh97x,0,0,
